Source (A),Source (B),Source (C),Source (D),Source (E),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
10934201,1,0,No I do XXX XXX XXX XXX XXX XXX. It is the time at,0,14,48.63,7.67,52.86,25.77,7.00,0.00,57.14,50.00,14.29,7.14,7.14,0.00,0.00,0.00,0.00,7.14,7.14,7.14,14.29,0.00,0.00,7.14,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10939103,2,5,"No people should be allowed to cut down trees in the spider monkey. No because the spider monkey could be extinct. No because the animals won’t have a place to live. Those are some reasons why dont think people should be allowed to cut down trees. ",1,46,53.96,25.70,1.00,1.00,11.50,15.22,86.96,58.70,2.17,0.00,0.00,0.00,0.00,0.00,0.00,2.17,8.70,13.04,21.74,2.17,4.35,10.87,26.09,0.00,0.00,2.17,0.00,2.17,4.35,0.00,4.35,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,23.91,4.35,13.04,6.52,2.17,0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.00,2.17,0.00,0.00,8.70,0.00,0.00,8.70,0.00,0.00,0.00,17.39,2.17,8.70,0.00,8.70,0.00,0.00,0.00,0.00,0.00,4.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.87,8.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.17,0.00,0.00
10939105,1,1,"I think yes because if the people don’t hunt then the people will die. ",1,14,14.58,23.75,52.86,25.77,14.00,7.14,92.86,57.14,7.14,7.14,7.14,0.00,0.00,0.00,0.00,0.00,14.29,0.00,14.29,0.00,21.43,7.14,28.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,0.00,0.00,0.00,0.00,21.43,7.14,7.14,7.14,7.14,0.00,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.43,14.29,7.14,0.00,0.00,7.14,0.00,0.00,0.00,0.00,0.00,7.14,7.14,0.00,0.00,7.14,0.00,0.00,14.29,7.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.14,0.00,0.00
10939108,3,6,No people can’t be allowed to cut down trees in the rainforest. Because now there are only a few hundred spider monkey. This is bad news for many plants flowers and fruits.,1,32,64.83,26.60,7.84,1.00,10.67,15.62,81.25,53.12,3.12,0.00,0.00,0.00,0.00,0.00,0.00,3.12,6.25,12.50,9.38,9.38,6.25,6.25,9.38,3.12,0.00,0.00,3.12,6.25,6.25,0.00,6.25,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,9.38,0.00,6.25,0.00,0.00,0.00,3.12,3.12,0.00,0.00,0.00,3.12,0.00,0.00,0.00,3.12,9.38,0.00,0.00,6.25,0.00,3.12,0.00,15.62,0.00,9.38,0.00,6.25,3.12,0.00,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,9.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.12,0.00,0.00
10939112,3,6,"No people should be allowed to cut down trees in the rainforest. No because spider monkey could be extinct. These are some reasons why I don’t think people should be allowed to cut down trees. And woolly spider monkeys. Now there are only a few hundred. This is bad news for many plants flowers and fruits. ",1,56,33.83,36.03,1.06,1.00,9.33,16.07,82.14,53.57,5.36,1.79,1.79,0.00,0.00,0.00,0.00,3.57,3.57,10.71,17.86,7.14,5.36,5.36,19.64,1.79,0.00,1.79,1.79,5.36,5.36,0.00,5.36,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,17.86,3.57,8.93,5.36,1.79,0.00,0.00,1.79,0.00,0.00,0.00,1.79,0.00,0.00,0.00,1.79,8.93,0.00,0.00,7.14,0.00,1.79,0.00,16.07,0.00,7.14,0.00,5.36,1.79,0.00,0.00,0.00,0.00,3.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,10.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.00,0.00
10939114,1,0,Yes people should be down.,1,5,52.71,97.69,1.00,25.77,5.00,0.00,100.00,60.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,40.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,0.00,20.00,0.00,20.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.00,0.00,0.00,20.00,0.00,0.00,20.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10939126,1,0,The place to be cut do to my the XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX XXX.,1,29,95.92,36.51,1.00,1.00,29.00,0.00,31.03,24.14,3.45,3.45,3.45,0.00,0.00,0.00,0.00,0.00,6.90,6.90,6.90,0.00,0.00,0.00,6.90,0.00,0.00,0.00,0.00,0.00,3.45,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.90,0.00,3.45,0.00,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.45,3.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10939144,2,4,No because the spider monkey could be extinct.,1,8,11.86,10.58,1.00,25.77,8.00,25.00,75.00,62.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,25.00,0.00,12.50,12.50,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10939150,1,0,No people should because to cut down trees in the rainforest.,1,11,98.34,50.00,2.40,1.00,11.00,18.18,81.82,63.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,27.27,9.09,0.00,9.09,9.09,9.09,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,18.18,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,18.18,0.00,18.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10939156,1,2,"No people should be allowed to cut down trees in the spider monkey could be extinct no because the animals want a place to like those are some reasons why don’t think people should allowed to cut down trees. ",1,38,71.12,39.61,1.00,2.51,38.00,18.42,86.84,52.63,2.63,0.00,0.00,0.00,0.00,0.00,0.00,2.63,7.89,13.16,18.42,2.63,2.63,7.89,26.32,0.00,0.00,2.63,0.00,2.63,7.89,2.63,5.26,0.00,0.00,0.00,5.26,0.00,0.00,0.00,0.00,28.95,5.26,13.16,10.53,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,0.00,0.00,10.53,0.00,0.00,0.00,18.42,0.00,10.53,0.00,10.53,0.00,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,0.00
10939163,1,0,"No because the XXX spider XXX extinct monkey now there XXX. ",1,11,32.58,18.16,2.40,25.77,11.00,18.18,54.55,45.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,0.00,18.18,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,0.00,9.09,0.00,0.00,9.09,0.00,0.00,0.00,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10939169,1,0,Rainforests are one of the earth’s most valuable resources. But the rainforests are being destroyed very quickly. New babies are born everyday there are more and more.,1,27,36.10,50.00,33.94,25.77,9.00,25.93,88.89,48.15,3.70,0.00,0.00,0.00,0.00,0.00,0.00,3.70,7.41,3.70,18.52,7.41,7.41,0.00,22.22,14.81,11.11,0.00,3.70,11.11,7.41,3.70,3.70,0.00,3.70,0.00,3.70,3.70,0.00,0.00,0.00,11.11,0.00,0.00,0.00,3.70,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,3.70,0.00,0.00,3.70,14.81,0.00,14.81,3.70,0.00,14.81,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.81,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00
10939181,2,4,No yes people should be allowed to cut down trees in the rainforest. No because the spider monkey could be extinct. A place to live. Those are some reasons why I don’t think people should be allowed to cut down trees.,1,41,67.40,31.29,3.05,1.00,10.25,14.63,87.80,56.10,4.88,2.44,2.44,0.00,0.00,0.00,0.00,2.44,7.32,14.63,19.51,2.44,2.44,7.32,24.39,0.00,0.00,2.44,0.00,2.44,4.88,0.00,4.88,0.00,0.00,0.00,4.88,0.00,0.00,0.00,0.00,24.39,4.88,12.20,7.32,2.44,0.00,0.00,0.00,0.00,0.00,0.00,2.44,0.00,2.44,0.00,0.00,9.76,0.00,0.00,9.76,0.00,0.00,0.00,17.07,0.00,9.76,0.00,9.76,0.00,0.00,0.00,0.00,0.00,2.44,0.00,2.44,0.00,0.00,2.44,0.00,0.00,12.20,9.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.44,0.00,0.00
10939191,2,4,"No because the animals want to have a place to live. Those are some reasons why I don’t think people should be allowed to cut down tree. The rainforest is home and animals that live anywhere else when a rainforest. These plants and animals are destroyed with it some rainforest animals are becoming. ",1,53,34.80,28.57,9.72,1.00,13.25,24.53,83.02,56.60,9.43,1.89,1.89,0.00,0.00,0.00,0.00,7.55,7.55,9.43,16.98,5.66,7.55,3.77,24.53,0.00,0.00,3.77,0.00,3.77,3.77,0.00,3.77,0.00,1.89,0.00,1.89,0.00,0.00,0.00,0.00,22.64,5.66,7.55,3.77,5.66,0.00,1.89,0.00,0.00,0.00,0.00,3.77,0.00,3.77,0.00,0.00,5.66,0.00,0.00,5.66,0.00,0.00,0.00,20.75,0.00,7.55,0.00,5.66,1.89,0.00,0.00,1.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.43,7.55,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.89,0.00,0.00
10939199,2,4,Yes people should be allowed to cut down trees in the rainforest. They should cut down the trees. They can live in other house.,1,24,93.26,79.76,7.84,1.00,8.00,8.33,87.50,58.33,12.50,8.33,0.00,0.00,0.00,0.00,8.33,4.17,8.33,20.83,16.67,0.00,0.00,0.00,16.67,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,16.67,0.00,4.17,8.33,0.00,0.00,4.17,0.00,0.00,0.00,0.00,4.17,0.00,4.17,0.00,0.00,12.50,0.00,0.00,12.50,0.00,0.00,0.00,12.50,0.00,16.67,0.00,16.67,0.00,0.00,0.00,4.17,0.00,0.00,0.00,4.17,0.00,0.00,4.17,0.00,0.00,12.50,12.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10939203,1,1,Yes people should be allowed to cut down trees in the rainforest. No because the spider monkey could be extinct. No because the animals. No because I XXX they to XXX.,1,31,63.48,25.93,1.00,1.23,7.75,22.58,77.42,61.29,6.45,6.45,3.23,0.00,0.00,0.00,3.23,0.00,9.68,12.90,12.90,0.00,9.68,9.68,12.90,0.00,0.00,0.00,0.00,0.00,3.23,0.00,3.23,0.00,0.00,0.00,6.45,0.00,0.00,0.00,0.00,19.35,0.00,12.90,6.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.45,0.00,0.00,6.45,0.00,0.00,0.00,6.45,0.00,6.45,0.00,6.45,0.00,0.00,0.00,0.00,0.00,3.23,0.00,3.23,0.00,0.00,3.23,0.00,0.00,12.90,12.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10940101,3,7,No they should not cut the trees because animals live in the forest because a monkey can can come extinct and if monkeys come extinct other animals might come extinct too and if animals are going to come extinct as well.,1,41,27.63,11.14,25.63,25.77,41.00,24.39,78.05,56.10,4.88,2.44,0.00,0.00,0.00,0.00,2.44,2.44,7.32,7.32,12.20,4.88,17.07,4.88,21.95,2.44,2.44,0.00,0.00,0.00,4.88,2.44,2.44,0.00,0.00,0.00,2.44,0.00,0.00,0.00,0.00,19.51,0.00,4.88,7.32,7.32,0.00,9.76,0.00,0.00,0.00,0.00,2.44,0.00,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.51,4.88,14.63,12.20,2.44,0.00,0.00,0.00,0.00,0.00,4.88,0.00,2.44,0.00,0.00,0.00,2.44,0.00,2.44,2.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10940111,1,2,I think they should not cut the trees because you need food to survive. If you don’t survive you will extinct.,1,21,2.86,82.96,1.00,1.00,10.50,19.05,90.48,61.90,23.81,23.81,4.76,0.00,14.29,0.00,4.76,0.00,4.76,4.76,14.29,0.00,9.52,9.52,23.81,0.00,0.00,0.00,0.00,0.00,4.76,0.00,4.76,0.00,0.00,0.00,19.05,0.00,0.00,0.00,0.00,28.57,4.76,4.76,14.29,4.76,0.00,9.52,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,4.76,9.52,0.00,9.52,0.00,0.00,0.00,0.00,14.29,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,9.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00
10940120,2,4,I think people should not cut the trees in the rain forest because the spider monkeys are gonna be endangered and not be able to eat and spider monkeys need to eat.,1,32,72.69,10.58,7.84,1.42,32.00,12.50,81.25,50.00,3.12,3.12,3.12,0.00,0.00,0.00,0.00,0.00,9.38,9.38,12.50,0.00,9.38,6.25,28.12,0.00,0.00,0.00,0.00,0.00,3.12,0.00,3.12,0.00,0.00,0.00,3.12,0.00,0.00,0.00,0.00,18.75,3.12,3.12,6.25,0.00,0.00,6.25,0.00,0.00,0.00,0.00,6.25,0.00,0.00,0.00,6.25,3.12,0.00,3.12,0.00,0.00,0.00,0.00,21.88,3.12,6.25,3.12,3.12,0.00,0.00,0.00,0.00,0.00,6.25,0.00,3.12,0.00,3.12,0.00,0.00,0.00,3.12,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10940125,1,2,People should not be allowed to cut trees because it will be extinct and monkeys will climb trees and predators will kill monkeys and then animals come extinct and it’s very bad and sad.,1,34,1.92,38.42,2.14,1.00,34.00,23.53,85.29,52.94,5.88,0.00,0.00,0.00,0.00,0.00,0.00,5.88,0.00,2.94,20.59,2.94,20.59,2.94,23.53,2.94,0.00,0.00,0.00,0.00,11.76,0.00,11.76,0.00,2.94,2.94,2.94,0.00,0.00,0.00,0.00,11.76,0.00,5.88,2.94,0.00,0.00,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.76,0.00,2.94,5.88,0.00,2.94,0.00,11.76,11.76,8.82,5.88,0.00,2.94,0.00,0.00,0.00,0.00,5.88,2.94,0.00,0.00,0.00,0.00,0.00,0.00,5.88,2.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.94,0.00,0.00
10940131,1,0,XXX not cut down XXX XXX to be extinct XXX XXX rainforest might be XXX XXX XXX no people should not XXX XXX the rainforest XXX extinct.,1,27,66.94,6.93,1.22,1.00,27.00,14.81,44.44,37.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,7.41,14.81,0.00,0.00,11.11,14.81,0.00,0.00,0.00,0.00,0.00,3.70,0.00,3.70,0.00,0.00,0.00,3.70,0.00,0.00,0.00,0.00,14.81,0.00,0.00,3.70,3.70,0.00,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,0.00,0.00,3.70,0.00,0.00,0.00,7.41,3.70,3.70,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10940134,2,4,Yes people are allowed to cut down trees in rainforests. Because people are moving in the rainforest so lots of people survive in the rainforest.,1,25,99.00,88.48,43.37,1.00,12.50,24.00,84.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,24.00,8.00,4.00,8.00,0.00,12.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,12.00,0.00,8.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,4.00,8.00,0.00,0.00,0.00,8.00,0.00,20.00,4.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10940138,1,1,Yes because the rainforest are for monkeys so they can climb. They are animals to climb. They also are spider monkeys so people should be allowed to cut down trees in the rainforest.,1,33,32.58,88.71,2.40,1.59,11.00,21.21,84.85,60.61,9.09,9.09,0.00,0.00,0.00,0.00,9.09,0.00,6.06,15.15,18.18,9.09,12.12,0.00,15.15,0.00,0.00,0.00,0.00,0.00,3.03,0.00,3.03,0.00,0.00,0.00,12.12,0.00,0.00,0.00,0.00,9.09,0.00,6.06,3.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.12,0.00,6.06,6.06,0.00,0.00,0.00,15.15,0.00,12.12,6.06,6.06,0.00,0.00,0.00,0.00,0.00,6.06,0.00,3.03,0.00,0.00,3.03,0.00,0.00,9.09,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10940152,2,4,They should not be allowed to cut down trees because we would not be any animals and we need animals to survive and we need plants to survive and animals do too.,1,32,11.86,82.58,1.00,1.42,32.00,21.88,84.38,62.50,12.50,12.50,0.00,9.38,0.00,0.00,3.12,0.00,0.00,12.50,15.62,3.12,12.50,6.25,21.88,0.00,0.00,0.00,0.00,3.12,3.12,0.00,3.12,0.00,0.00,0.00,12.50,0.00,0.00,0.00,0.00,28.12,0.00,6.25,12.50,3.12,0.00,6.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.88,9.38,6.25,6.25,0.00,0.00,0.00,15.62,0.00,3.12,0.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.12,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10940154,2,4,"I they should not cut down trees XXX because they need food. No I they need food to survive so they can get food fun the trees. ",1,27,12.53,35.54,1.00,25.77,13.50,7.41,88.89,55.56,22.22,22.22,7.41,0.00,0.00,0.00,14.81,0.00,3.70,7.41,7.41,3.70,7.41,7.41,14.81,3.70,0.00,0.00,0.00,0.00,7.41,3.70,3.70,0.00,0.00,0.00,14.81,0.00,0.00,0.00,0.00,18.52,0.00,3.70,11.11,0.00,0.00,3.70,0.00,0.00,0.00,0.00,11.11,0.00,0.00,0.00,11.11,11.11,0.00,3.70,3.70,3.70,0.00,0.00,14.81,0.00,3.70,0.00,3.70,0.00,0.00,3.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.41,7.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10940155,2,4,No they should not cut the trees because the spider monkey. He will no go to the tree and because if it was raining they cannot go and get the leaf and put it on their head because if they do not go and get the leaf they will go to home and they will be all wet and will go all the feet wet.,1,65,10.57,32.23,7.38,7.80,32.50,6.15,90.77,64.62,13.85,10.77,0.00,0.00,0.00,1.54,9.23,3.08,9.23,4.62,13.85,0.00,16.92,7.69,26.15,0.00,0.00,0.00,0.00,3.08,1.54,0.00,1.54,0.00,0.00,0.00,10.77,0.00,0.00,0.00,1.54,16.92,0.00,4.62,4.62,3.08,3.08,7.69,3.08,0.00,0.00,3.08,3.08,3.08,0.00,0.00,0.00,3.08,0.00,0.00,0.00,3.08,0.00,1.54,15.38,6.15,10.77,9.23,1.54,0.00,0.00,0.00,1.54,0.00,1.54,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.08,3.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10940158,2,4,No people don’t cut the tree because the animals at the rainforest. Because animals have to live there.,1,18,75.90,28.91,1.00,1.00,9.00,27.78,77.78,61.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,11.11,11.11,5.56,11.11,11.11,16.67,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,11.11,0.00,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,0.00,5.56,0.00,5.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.67,11.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00
10940160,3,6,No they can’t cut down trees because animals might live in it. If they cut down trees then animals won’t survive. Why because it is beautiful in the rainforest with trees. I love it like that. The end.,1,38,35.06,21.49,50.35,25.77,7.60,18.42,84.21,65.79,18.42,7.89,2.63,0.00,0.00,0.00,5.26,10.53,5.26,15.79,7.89,2.63,10.53,7.89,10.53,2.63,2.63,2.63,0.00,0.00,10.53,5.26,5.26,0.00,0.00,0.00,7.89,0.00,0.00,0.00,0.00,15.79,0.00,7.89,2.63,5.26,0.00,5.26,2.63,2.63,0.00,0.00,5.26,0.00,2.63,0.00,0.00,10.53,2.63,2.63,5.26,0.00,0.00,0.00,7.89,7.89,15.79,0.00,10.53,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.42,13.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00
10940164,2,4,"No they shouldn’t cut down the trees because if one organism is hunt some other organism will be hurt. ",1,19,6.56,5.73,1.00,1.00,19.00,21.05,78.95,57.89,10.53,5.26,0.00,0.00,0.00,0.00,5.26,5.26,5.26,5.26,21.05,0.00,10.53,10.53,21.05,0.00,0.00,0.00,5.26,5.26,10.53,0.00,10.53,0.00,0.00,5.26,5.26,0.00,0.00,0.00,0.00,26.32,0.00,5.26,10.53,10.53,0.00,10.53,5.26,0.00,0.00,5.26,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00,5.26,0.00,0.00,0.00,10.53,5.26,5.26,0.00,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.53,5.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.26,0.00,0.00
10940168,3,6,I think they should not allowed to cut down trees because monkeys climb to get food and they have to survive so they stay alive.,1,25,30.73,50.00,43.37,1.00,25.00,16.00,96.00,56.00,16.00,16.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,16.00,8.00,4.00,12.00,4.00,20.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,20.00,4.00,8.00,4.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,8.00,0.00,4.00,0.00,4.00,20.00,0.00,8.00,8.00,4.00,0.00,0.00,16.00,0.00,12.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10940173,1,1,Yes people can be allowed to cut down trees. Because people know how to cut down trees in the rainforest all day and the trees.,1,25,96.24,78.82,43.37,1.00,12.50,12.00,84.00,48.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,20.00,8.00,4.00,12.00,0.00,8.00,0.00,0.00,4.00,0.00,4.00,8.00,0.00,8.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,20.00,4.00,12.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,12.00,0.00,0.00,0.00,12.00,0.00,16.00,0.00,12.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,4.00,0.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
