ID,s_id,grade,subject,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
4458,5630,1,social,59,28.71,93.63,24.96,25.77,14.75,16.95,93.22,62.71,15.25,11.86,3.39,0,0,8.47,0,3.39,6.78,10.17,20.34,5.08,5.08,0,23.73,1.69,0,5.08,5.08,1.69,0,0,0,0,0,0,20.34,0,0,11.86,1.69,20.34,6.78,13.56,3.39,1.69,0,1.69,0,0,0,0,0,0,0,0,0,11.86,6.78,10.17,1.69,0,0,3.39,15.25,1.69,16.95,3.39,8.47,5.08,0,6.78,0,0,0,0,0,0,0,0,0,0,6.78,6.78,0,0,0,0,0,0,0,0,0,0
4459,5632,2,science,68,30.88,23.11,6.2,8.31,13.6,26.47,79.41,58.82,10.29,7.35,2.94,0,0,0,4.41,2.94,13.24,5.88,7.35,5.88,19.12,4.41,20.59,0,0,1.47,0,1.47,1.47,0,1.47,0,1.47,0,4.41,0,0,0,0,19.12,1.47,7.35,5.88,4.41,1.47,4.41,0,0,0,0,2.94,0,0,0,2.94,0,0,0,0,0,0,8.82,7.35,1.47,8.82,5.88,1.47,1.47,0,0,0,0,0,7.35,0,0,0,0,0,0,10.29,7.35,0,0,0,0,0,0,0,2.94,0,0
4460,5632,2,social,77,15.66,65.17,3.87,49.97,19.25,14.29,79.22,57.14,15.58,9.09,2.6,2.6,0,2.6,1.3,6.49,5.19,7.79,14.29,5.19,10.39,2.6,23.38,0,0,3.9,1.3,2.6,1.3,1.3,0,0,0,0,11.69,0,0,0,2.6,24.68,3.9,9.09,6.49,5.19,1.3,5.19,2.6,2.6,0,0,0,0,0,0,0,6.49,5.19,2.6,0,1.3,0,7.79,12.99,0,7.79,2.6,3.9,1.3,1.3,2.6,0,0,0,0,0,0,0,0,0,0,9.09,5.19,2.6,0,0,0,0,0,0,1.3,0,0
4461,5633,1,science,12,1.92,20.24,1.79,1,12,25,83.33,66.67,16.67,16.67,0,0,16.67,0,0,0,8.33,8.33,16.67,0,8.33,25,16.67,0,0,0,0,0,8.33,0,8.33,0,0,0,16.67,0,0,0,0,33.33,0,8.33,8.33,0,0,16.67,0,0,0,0,0,0,0,0,0,8.33,0,8.33,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,8.33,0,0,0,0,0,0,0,8.33,0,0
4462,5634,1,science,25,63.83,65.56,43.37,1,8.33,16,84,60,16,8,4,0,0,0,4,8,8,16,8,8,8,0,12,0,0,4,0,0,8,0,8,0,0,0,8,0,0,0,0,16,4,12,0,0,0,0,4,4,0,0,0,0,0,0,0,12,0,0,12,0,0,0,16,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
4463,5634,1,social,9,1,98.62,1,99,9,33.33,77.78,55.56,11.11,11.11,0,0,0,11.11,0,0,0,0,33.33,0,11.11,0,33.33,0,0,0,0,0,11.11,11.11,0,0,0,0,22.22,0,0,11.11,0,22.22,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,0,0,0,11.11,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
4464,5635,1,science,15,34.14,9.13,1,1,15,20,73.33,53.33,0,0,0,0,0,0,0,0,6.67,6.67,6.67,6.67,13.33,13.33,13.33,0,0,0,0,0,6.67,0,6.67,0,0,0,6.67,0,0,0,0,20,0,6.67,6.67,0,0,6.67,0,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
4465,5640,1,science,120,3.8,40.12,32.84,6.91,10.91,6.67,90.83,71.67,12.5,9.17,0,0,4.17,0,5,3.33,6.67,10.83,20,5.83,16.67,8.33,25,1.67,0.83,1.67,0,2.5,5,1.67,3.33,0,0,0,10,0,0,0,0,17.5,0,5.83,5.83,5,0.83,8.33,1.67,1.67,0,0,1.67,0,0.83,0,0.83,7.5,0,1.67,4.17,1.67,0.83,0.83,17.5,9.17,15.83,2.5,7.5,5.83,0,0,0,0,0,0,0,0,0,0,0,0,16.67,9.17,0.83,0,0,0,0,0,0,6.67,0,0
4466,5640,1,social,71,41.54,95.43,3.19,77.59,71,12.68,83.1,61.97,21.13,16.9,4.23,2.82,0,9.86,0,4.23,8.45,12.68,11.27,2.82,9.86,0,16.9,0,0,2.82,4.23,0,2.82,2.82,0,0,0,0,18.31,0,0,11.27,0,9.86,4.23,2.82,2.82,0,0,0,0,0,0,0,0,0,0,0,0,9.86,5.63,5.63,0,1.41,0,7.04,5.63,0,14.08,2.82,8.45,2.82,0,2.82,0,0,0,0,0,0,0,0,0,0,4.23,1.41,0,0,0,0,0,0,0,2.82,0,0
4467,5642,2,science,31,45.37,25.93,1,1.23,7.75,29.03,80.65,51.61,9.68,6.45,3.23,0,0,0,3.23,3.23,16.13,0,9.68,0,12.9,6.45,22.58,0,0,0,0,3.23,3.23,0,3.23,0,3.23,0,6.45,0,0,0,0,19.35,0,9.68,3.23,0,3.23,3.23,6.45,3.23,3.23,0,0,0,0,0,0,0,0,0,0,0,0,12.9,3.23,0,3.23,0,0,3.23,0,0,0,0,0,9.68,3.23,0,0,3.23,0,0,16.13,12.9,0,0,0,0,0,0,0,3.23,0,0
4468,5642,2,social,19,12.81,70.08,1,99,9.5,15.79,68.42,47.37,15.79,15.79,10.53,0,0,5.26,0,0,0,5.26,5.26,10.53,10.53,0,10.53,0,0,0,0,0,10.53,10.53,0,0,0,0,15.79,0,0,0,5.26,21.05,5.26,10.53,5.26,0,0,0,0,0,0,0,10.53,0,0,0,0,10.53,10.53,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,10.53,0,0,0,0,0,0,0,0,0,0
4469,5644,2,science,71,23.67,44.41,24.72,25.77,17.75,12.68,77.46,53.52,9.86,8.45,4.23,2.82,0,0,1.41,1.41,9.86,4.23,7.04,5.63,19.72,2.82,18.31,1.41,0,1.41,0,1.41,2.82,1.41,1.41,0,0,1.41,4.23,0,0,0,0,14.08,4.23,4.23,1.41,1.41,1.41,1.41,1.41,0,0,1.41,2.82,0,0,0,2.82,5.63,2.82,0,2.82,0,0,4.23,9.86,4.23,8.45,1.41,5.63,1.41,1.41,0,0,0,0,2.82,4.23,0,0,4.23,0,0,12.68,5.63,5.63,0,0,0,0,0,0,1.41,0,0
4470,5644,2,social,30,70.69,74.76,10.08,84.54,10,13.33,83.33,50,20,16.67,6.67,3.33,0,6.67,0,3.33,3.33,16.67,3.33,0,10,0,20,3.33,3.33,0,0,6.67,3.33,3.33,0,0,0,0,10,0,0,0,6.67,16.67,3.33,6.67,6.67,0,0,0,3.33,3.33,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,16.67,3.33,16.67,6.67,10,0,0,3.33,0,0,0,0,0,0,0,0,0,0,13.33,10,0,0,0,0,0,0,0,3.33,0,0
4471,5647,1,science,30,70.69,63.05,1,1,6,20,90,60,3.33,3.33,0,0,0,0,3.33,0,13.33,10,20,0,6.67,6.67,30,0,0,0,0,3.33,6.67,0,6.67,0,3.33,0,10,0,0,0,0,13.33,0,6.67,0,3.33,3.33,0,0,0,0,0,3.33,0,3.33,0,0,6.67,0,0,6.67,0,0,0,20,10,3.33,0,3.33,0,0,0,0,0,0,6.67,0,0,0,0,0,0,16.67,13.33,0,0,0,3.33,0,0,0,0,0,0
4472,5647,1,social,29,50.74,15.04,47.93,85.87,29,6.9,79.31,62.07,13.79,13.79,13.79,0,0,0,0,0,6.9,13.79,13.79,0,13.79,0,20.69,0,0,0,0,3.45,3.45,3.45,0,0,0,0,3.45,0,0,0,0,13.79,3.45,3.45,3.45,3.45,0,0,0,0,0,0,3.45,0,0,0,0,6.9,3.45,3.45,0,0,0,0,10.34,6.9,6.9,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,0,0,0,0,0,0
4473,5651,1,science,8,72.69,10.58,7.84,1,8,12.5,87.5,37.5,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,12.5,12.5,0,0,0,0,0,12.5,0,12.5,0,0,0,12.5,0,0,0,0,37.5,0,25,0,0,0,12.5,0,0,0,0,0,0,0,0,0,12.5,0,0,12.5,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4474,5653,2,science,36,46.37,4.8,74.76,77,36,19.44,83.33,55.56,13.89,11.11,11.11,0,0,0,0,2.78,13.89,5.56,2.78,5.56,16.67,2.78,19.44,0,0,0,0,2.78,2.78,2.78,0,0,0,0,0,0,0,0,0,16.67,5.56,5.56,0,0,2.78,2.78,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,8.33,2.78,5.56,0,2.78,2.78,0,2.78,0,0,0,8.33,2.78,0,0,2.78,0,0,2.78,2.78,0,0,0,0,0,0,0,0,0,0
4475,5653,2,social,27,7.88,86.68,1.22,25.77,27,22.22,74.07,51.85,18.52,14.81,7.41,3.7,0,3.7,0,3.7,0,7.41,11.11,3.7,14.81,0,14.81,0,0,3.7,0,3.7,0,0,0,0,0,0,14.81,0,0,0,3.7,11.11,3.7,3.7,3.7,0,0,0,7.41,7.41,0,0,0,0,0,0,0,11.11,7.41,3.7,3.7,0,0,3.7,14.81,0,3.7,0,3.7,0,0,7.41,0,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,0,0,0,0
4476,5654,2,science,34,27.29,50,6.2,25.77,17,8.82,88.24,64.71,2.94,0,0,0,0,0,0,2.94,11.76,8.82,20.59,8.82,17.65,0,23.53,5.88,0,5.88,0,0,0,0,0,0,0,0,2.94,0,0,0,0,11.76,0,2.94,8.82,2.94,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82,8.82,0,17.65,0,8.82,8.82,0,0,0,0,0,0,0,0,0,0,0,0,5.88,2.94,0,0,0,2.94,0,0,0,0,0,0
4477,5654,2,social,6,18.82,4.8,1,25.77,6,16.67,66.67,33.33,16.67,16.67,16.67,0,0,0,0,0,0,0,16.67,0,0,0,33.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
4478,5656,1,science,26,65.46,6.21,5.76,25.77,26,15.38,88.46,65.38,7.69,7.69,7.69,0,0,0,0,0,11.54,15.38,19.23,0,7.69,7.69,30.77,3.85,0,0,0,0,7.69,3.85,3.85,0,0,0,3.85,0,0,0,0,23.08,3.85,7.69,7.69,0,0,3.85,0,0,0,0,0,0,0,0,0,7.69,0,0,3.85,0,3.85,0,23.08,0,3.85,0,3.85,0,0,0,0,0,0,3.85,0,0,0,0,0,0,7.69,3.85,0,0,0,0,0,0,0,3.85,0,0
4479,5659,1,science,68,23.9,90.7,1,8.31,34,8.82,77.94,64.71,11.76,10.29,0,8.82,0,0,1.47,1.47,4.41,17.65,8.82,7.35,20.59,4.41,13.24,1.47,4.41,0,0,1.47,1.47,0,1.47,0,0,0,10.29,0,0,0,0,10.29,0,2.94,5.88,0,0,1.47,0,0,0,0,2.94,0,0,0,2.94,10.29,8.82,0,1.47,0,0,0,10.29,1.47,5.88,0,5.88,0,2.94,0,0,0,0,0,0,0,0,0,0,0,4.41,2.94,0,0,0,0,0,0,0,1.47,0,0
4480,5659,1,social,39,30.21,96.34,1.4,2.7,19.5,7.69,87.18,69.23,20.51,12.82,0,2.56,0,7.69,2.56,7.69,10.26,12.82,7.69,5.13,17.95,0,17.95,2.56,0,0,2.56,0,2.56,0,2.56,0,0,0,15.38,0,0,10.26,0,7.69,0,5.13,2.56,0,0,0,0,0,0,0,0,0,0,0,0,7.69,2.56,2.56,0,0,2.56,10.26,5.13,0,17.95,2.56,12.82,2.56,0,0,0,2.56,0,0,0,0,0,0,0,0,5.13,5.13,0,0,0,0,0,0,0,0,0,0
4481,5661,2,science,30,78.3,4.8,93.3,25.77,10,30,80,43.33,0,0,0,0,0,0,0,0,10,10,6.67,10,6.67,6.67,23.33,0,0,6.67,6.67,3.33,0,0,0,0,0,0,0,0,0,0,0,20,3.33,3.33,0,3.33,0,10,3.33,3.33,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,20,6.67,0,16.67,0,3.33,13.33,3.33,0,0,0,0,3.33,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0
4482,5662,1,science,26,54.88,35.01,1,25.77,5.2,7.69,84.62,57.69,11.54,7.69,0,3.85,3.85,0,0,3.85,11.54,7.69,7.69,0,7.69,11.54,15.38,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,15.38,0,3.85,3.85,0,0,7.69,0,0,0,0,11.54,3.85,3.85,0,3.85,3.85,3.85,0,0,0,0,0,23.08,3.85,0,0,0,0,0,0,3.85,0,0,3.85,0,0,0,0,0,0,34.62,23.08,0,0,0,0,3.85,0,0,7.69,0,0
4483,5663,1,science,20,1,50,74.76,25.77,6.67,25,95,70,15,5,0,0,0,0,5,10,5,0,10,15,20,10,20,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,25,0,10,0,0,10,5,0,0,0,0,10,5,5,0,0,0,0,0,0,0,0,5,20,5,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0,0,0,0,0,0,0,5,0,0
4484,5666,1,science,47,72.05,6.83,92.84,1,47,19.15,85.11,61.7,6.38,4.26,2.13,0,0,0,2.13,2.13,6.38,19.15,12.77,2.13,8.51,8.51,12.77,0,0,2.13,0,0,4.26,0,4.26,0,0,0,8.51,0,0,0,0,27.66,0,8.51,6.38,4.26,0,12.77,0,0,0,0,0,0,0,0,0,12.77,0,0,10.64,0,2.13,0,12.77,2.13,21.28,4.26,17.02,4.26,0,0,0,0,0,0,0,0,0,0,0,0,6.38,2.13,4.26,0,0,0,0,0,0,0,0,0
4485,5666,1,social,23,80.93,80.77,27.39,25.77,23,26.09,82.61,52.17,8.7,8.7,4.35,0,0,4.35,0,0,8.7,13.04,8.7,4.35,8.7,0,17.39,0,0,0,8.7,0,0,0,0,0,0,0,13.04,0,0,8.7,0,21.74,4.35,4.35,4.35,4.35,4.35,0,4.35,4.35,0,0,0,0,0,0,0,13.04,4.35,8.7,4.35,0,0,8.7,4.35,0,17.39,0,8.7,8.7,0,4.35,0,0,0,0,0,0,0,0,0,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0
4486,5669,1,social,20,96.79,84.14,43.37,25.77,20,15,85,55,10,10,5,0,0,5,0,0,15,15,10,0,5,0,10,0,0,0,5,0,0,0,0,0,0,0,15,0,0,10,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,0,0,5,0,5,20,10,10,0,0,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
4487,5673,1,science,63,68.29,92.33,1.55,7.46,12.6,4.76,82.54,38.1,7.94,6.35,0,3.17,0,0,3.17,1.59,1.59,12.7,3.17,4.76,7.94,4.76,19.05,1.59,3.17,0,0,6.35,1.59,0,1.59,0,0,0,20.63,0,0,0,0,15.87,0,3.17,3.17,4.76,0,4.76,1.59,0,0,1.59,4.76,0,0,0,4.76,15.87,7.94,0,6.35,6.35,0,0,19.05,0,6.35,3.17,3.17,0,0,0,0,0,1.59,1.59,0,0,0,0,0,0,9.52,7.94,0,0,0,0,0,0,0,1.59,0,0
4488,5673,1,social,16,85.32,96.95,7.84,25.77,8,6.25,87.5,62.5,12.5,12.5,0,0,0,12.5,0,0,12.5,18.75,12.5,6.25,6.25,0,25,0,0,0,6.25,0,0,0,0,0,0,0,18.75,0,0,18.75,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,12.5,12.5,0,25,12.5,6.25,6.25,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0
4489,5675,1,science,13,1,1.07,1.4,25.77,13,23.08,84.62,76.92,7.69,0,0,0,0,0,0,7.69,7.69,0,30.77,0,15.38,15.38,30.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,0,7.69,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,15.38,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0
4490,5675,1,social,6,18.82,4.8,99,99,6,16.67,83.33,33.33,16.67,16.67,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,16.67,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0
4491,5678,2,science,41,5.06,11.14,99,25.77,10.25,19.51,87.8,58.54,21.95,12.2,12.2,0,0,0,0,9.76,4.88,4.88,12.2,14.63,4.88,0,24.39,7.32,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,7.32,4.88,0,0,0,0,4.88,4.88,0,0,7.32,0,7.32,0,0,0,0,0,0,0,0,0,29.27,0,21.95,0,4.88,17.07,0,0,0,0,0,7.32,0,0,0,0,0,0,12.2,9.76,0,0,0,0,0,0,0,2.44,0,0
4492,5683,1,science,40,78.3,50,15.86,2.89,20,10,87.5,52.5,7.5,5,2.5,0,0,0,2.5,2.5,5,17.5,15,2.5,5,2.5,30,2.5,0,2.5,0,2.5,2.5,0,2.5,0,0,0,7.5,2.5,0,0,0,27.5,5,12.5,10,0,0,2.5,0,0,0,0,2.5,0,2.5,0,0,10,0,2.5,7.5,0,0,0,25,0,15,2.5,10,2.5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
4493,5683,1,social,67,62.69,77.22,92.99,25.77,33.5,16.42,83.58,49.25,14.93,8.96,2.99,0,0,2.99,2.99,5.97,4.48,11.94,8.96,2.99,5.97,0,14.93,1.49,1.49,2.99,5.97,2.99,0,0,0,0,0,0,11.94,0,0,4.48,0,11.94,4.48,8.96,0,0,0,1.49,0,0,0,0,0,0,0,0,0,8.96,4.48,7.46,1.49,0,0,7.46,5.97,1.49,23.88,5.97,10.45,7.46,4.48,4.48,0,0,0,0,0,0,0,0,0,0,2.99,2.99,0,0,0,0,0,0,0,0,0,0
4494,5688,1,science,18,10.01,4.8,23.51,25.77,4.5,11.11,72.22,61.11,5.56,5.56,0,0,0,0,5.56,0,5.56,5.56,22.22,0,11.11,11.11,27.78,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,27.78,0,5.56,0,16.67,0,11.11,0,0,0,0,5.56,0,5.56,0,0,0,0,0,0,0,0,0,16.67,11.11,5.56,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,22.22,16.67,0,0,0,0,5.56,0,0,0,0,0
4495,5688,1,social,14,48.63,23.75,13.15,25.77,7,21.43,50,35.71,7.14,7.14,7.14,0,0,0,0,0,7.14,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,14.29,7.14,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0
4496,5689,1,science,66,28.77,6.5,51.41,25.77,11,9.09,84.85,62.12,9.09,4.55,3.03,0,0,0,1.52,4.55,6.06,10.61,15.15,4.55,10.61,6.06,19.7,1.52,0,1.52,0,6.06,6.06,3.03,3.03,0,0,0,3.03,0,0,0,0,24.24,1.52,4.55,4.55,9.09,0,9.09,0,0,0,0,3.03,0,3.03,0,0,7.58,0,3.03,3.03,1.52,0,0,15.15,3.03,12.12,1.52,9.09,1.52,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0
4497,5689,1,social,32,30.41,89.42,1,99,10.67,21.88,81.25,59.38,12.5,12.5,3.12,0,0,9.38,0,0,6.25,9.38,12.5,3.12,15.62,0,15.62,0,0,0,3.12,0,6.25,6.25,0,0,0,0,15.62,0,0,9.38,0,12.5,0,9.38,3.12,0,0,0,0,0,0,0,0,0,0,0,0,6.25,3.12,6.25,0,0,0,9.38,3.12,0,9.38,6.25,0,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,9.38,9.38,0,0,0,0,0,0,0,0,0,0
4498,5690,1,science,78,71.92,55.09,5.76,1,39,17.95,80.77,67.95,12.82,7.69,0,0,0,0,7.69,5.13,15.38,12.82,14.1,1.28,8.97,3.85,14.1,0,0,1.28,0,1.28,6.41,0,6.41,0,2.56,0,8.97,0,0,0,0,8.97,0,2.56,2.56,1.28,1.28,3.85,0,0,0,0,0,0,0,0,0,8.97,0,0,6.41,0,2.56,0,10.26,3.85,10.26,0,8.97,1.28,0,0,1.28,0,0,1.28,0,0,0,0,0,0,5.13,2.56,1.28,0,0,0,0,0,0,1.28,0,0
4499,5690,1,social,41,90.68,88.86,3.05,25.77,20.5,9.76,75.61,53.66,7.32,7.32,0,0,0,7.32,0,0,14.63,12.2,9.76,4.88,7.32,0,17.07,0,0,0,7.32,0,0,0,0,0,0,0,12.2,0,0,12.2,0,2.44,0,0,2.44,0,0,0,2.44,2.44,0,0,0,0,0,0,0,7.32,0,4.88,2.44,0,0,9.76,2.44,0,19.51,4.88,9.76,4.88,0,0,0,0,0,0,0,0,0,0,0,0,4.88,4.88,0,0,0,0,0,0,0,0,0,0
4500,5692,2,science,31,63.48,9.86,39.18,25.77,15.5,12.9,87.1,61.29,9.68,3.23,3.23,0,0,0,0,6.45,16.13,9.68,9.68,6.45,6.45,9.68,25.81,0,0,3.23,0,0,0,0,0,0,0,0,3.23,0,0,0,0,16.13,6.45,6.45,0,0,0,3.23,3.23,0,3.23,0,6.45,3.23,0,0,3.23,0,0,0,0,0,0,12.9,16.13,0,6.45,0,3.23,3.23,0,0,0,0,0,3.23,0,0,0,0,0,0,16.13,3.23,3.23,0,0,3.23,0,0,0,6.45,0,0
4501,5692,2,social,45,18.82,58.78,18.21,25.77,11.25,22.22,86.67,55.56,22.22,15.56,8.89,4.44,0,2.22,0,6.67,6.67,6.67,15.56,2.22,2.22,4.44,28.89,0,0,2.22,0,0,0,0,0,0,0,0,13.33,0,0,0,2.22,24.44,8.89,6.67,6.67,0,0,2.22,0,0,0,0,0,0,0,0,0,13.33,8.89,6.67,0,2.22,0,2.22,24.44,0,4.44,0,2.22,2.22,0,4.44,0,0,0,0,2.22,0,2.22,0,0,0,11.11,8.89,0,0,0,0,0,0,0,2.22,0,0
4502,5693,1,science,43,95.17,40.82,21.56,3.52,14.33,11.63,81.4,53.49,0,0,0,0,0,0,0,0,11.63,16.28,9.3,2.33,9.3,4.65,16.28,0,0,0,0,4.65,6.98,2.33,4.65,0,0,0,6.98,0,0,0,0,13.95,0,2.33,4.65,2.33,4.65,4.65,0,0,0,0,4.65,0,4.65,0,0,6.98,2.33,0,4.65,0,0,2.33,9.3,2.33,16.28,4.65,11.63,0,0,0,0,0,0,2.33,0,0,0,0,0,0,9.3,6.98,2.33,0,0,0,0,0,0,0,0,0
4503,5693,1,social,30,34.14,50,10.08,84.54,30,16.67,83.33,66.67,10,6.67,3.33,0,0,3.33,0,3.33,13.33,6.67,13.33,6.67,16.67,0,20,0,0,0,0,0,3.33,3.33,0,0,0,0,6.67,0,0,3.33,0,10,0,3.33,3.33,0,0,3.33,0,0,0,0,0,0,0,0,0,6.67,3.33,3.33,3.33,0,0,6.67,10,0,13.33,6.67,3.33,3.33,3.33,3.33,0,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,0,0,0,0,0
4504,5696,2,science,51,53.83,16.34,11.28,25.77,17,13.73,82.35,58.82,3.92,1.96,1.96,0,0,0,0,1.96,11.76,7.84,15.69,3.92,13.73,1.96,17.65,1.96,0,1.96,0,3.92,0,0,0,0,0,0,0,0,0,0,0,19.61,0,3.92,5.88,7.84,0,5.88,5.88,1.96,0,3.92,0,0,0,0,0,1.96,0,0,1.96,0,0,3.92,9.8,0,11.76,0,7.84,3.92,0,0,0,0,0,0,0,0,0,0,0,0,7.84,5.88,1.96,0,0,0,0,0,0,0,0,0
4505,5696,2,social,94,17.48,66.48,58.82,25.77,18.8,14.89,89.36,63.83,19.15,8.51,1.06,0,4.26,1.06,2.13,10.64,3.19,14.89,13.83,4.26,9.57,5.32,21.28,0,0,3.19,0,0,2.13,1.06,1.06,0,0,0,12.77,0,0,0,1.06,23.4,3.19,5.32,2.13,6.38,2.13,6.38,3.19,3.19,0,0,0,0,0,0,0,4.26,0,0,4.26,0,0,1.06,19.15,3.19,14.89,0,7.45,7.45,1.06,2.13,0,1.06,0,0,0,0,0,0,0,0,7.45,5.32,0,0,0,0,0,0,0,2.13,0,0
4506,5697,2,science,59,65.81,30.55,76.95,25.77,19.67,6.78,86.44,57.63,13.56,6.78,5.08,0,0,0,1.69,6.78,13.56,8.47,5.08,8.47,10.17,0,18.64,5.08,1.69,1.69,0,0,0,0,0,0,0,0,1.69,0,0,0,0,13.56,5.08,6.78,0,1.69,0,1.69,3.39,0,0,3.39,0,0,0,0,0,1.69,0,0,1.69,0,0,8.47,8.47,0,13.56,0,10.17,3.39,0,3.39,0,0,0,3.39,0,0,0,0,0,0,6.78,5.08,1.69,0,0,0,0,0,0,0,0,0
4507,5697,2,social,43,12.28,82.39,2.6,69.6,21.5,18.6,83.72,53.49,20.93,16.28,4.65,4.65,0,6.98,0,4.65,2.33,6.98,13.95,4.65,4.65,2.33,27.91,0,0,2.33,0,2.33,2.33,2.33,0,0,0,0,16.28,0,0,0,6.98,23.26,4.65,6.98,4.65,0,2.33,4.65,2.33,2.33,0,0,0,0,0,0,0,16.28,9.3,6.98,0,4.65,0,6.98,16.28,0,6.98,0,6.98,0,2.33,4.65,0,0,0,0,2.33,0,2.33,0,0,0,4.65,4.65,0,0,0,0,0,0,0,0,0,0
4508,5698,2,science,15,93.26,25.24,10.08,1,15,20,73.33,60,13.33,6.67,6.67,0,0,0,0,6.67,26.67,6.67,0,6.67,13.33,0,6.67,0,0,6.67,0,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,13.33,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0
